j xq yq zq rhoq vxq vyq vzq pxq pyq pzq Tq pq
1700 0.000000 0.096774 0.406139 14.268452 3.494789 -0.028517 -0.006280 49.865235 -0.406898 -0.089603 0.009527 0.060218
1701 0.000000 0.124424 0.406139 15.263794 3.393106 -0.031336 0.003638 51.791672 -0.478299 0.055523 0.010203 0.038336
1702 0.000000 0.152074 0.406139 15.240746 3.330759 -0.017280 0.001628 50.763257 -0.263359 0.024807 0.007926 0.037338
1703 0.000000 0.179724 0.406139 14.529411 3.292057 -0.006002 0.000712 47.831644 -0.087199 0.010344 0.013835 0.038281
1704 0.000000 0.207373 0.406139 13.895688 3.201177 0.001618 0.005660 44.482561 0.022489 0.078652 0.009056 0.045729
1705 0.000000 0.235023 0.406139 15.296574 3.121802 -0.020739 -0.008165 47.752883 -0.317238 -0.124893 0.007981 0.047934
1706 0.000000 0.262673 0.406139 13.523955 3.002799 -0.027261 0.004293 40.609723 -0.368681 0.058062 0.013326 0.025704
1707 0.000000 0.290323 0.406139 13.475863 2.873287 -0.034444 0.027706 38.720026 -0.464156 0.373368 0.014430 0.006575
1708 0.000000 0.317972 0.406139 13.585122 2.748887 -0.033629 0.044851 37.343967 -0.456860 0.609311 0.017620 0.022594
1709 0.000000 0.345622 0.406139 12.820973 2.632633 -0.002704 0.051167 33.752915 -0.034667 0.656006 0.017610 0.019499
1710 0.000000 0.373272 0.406139 11.433628 2.504917 0.002920 0.027654 28.640290 0.033384 0.316183 0.014154 0.026722
1711 0.000000 0.400922 0.406139 13.185651 2.365866 -0.008354 0.007659 31.195483 -0.110153 0.100994 0.010239 0.027275
1712 0.000000 0.428571 0.406139 11.097914 2.221109 -0.027620 0.003133 24.649674 -0.306523 0.034774 0.013045 0.001149
1713 0.000000 0.456221 0.406139 10.305768 2.056124 -0.036819 0.055373 21.189938 -0.379445 0.570660 0.010676 0.000000
1714 0.000000 0.483871 0.406139 8.316006 1.951602 -0.053009 0.032914 16.229537 -0.440827 0.273712 0.020910 0.000547
1715 0.000000 0.511521 0.406139 7.085266 1.771686 -0.028032 0.049879 12.552867 -0.198614 0.353408 0.016385 0.001380
1716 0.000000 0.539171 0.406139 6.863085 1.642048 -0.022334 0.042307 11.269513 -0.153280 0.290357 0.009413 0.000000
1717 0.000000 0.566820 0.406139 5.540954 1.589449 0.029710 0.017743 8.807065 0.164622 0.098314 0.007961 0.000000
1718 0.000000 0.594470 0.406139 3.393397 1.402280 -0.022145 0.006838 4.758493 -0.075145 0.023205 0.015752 0.000000
1719 0.000000 0.622120 0.406139 3.049220 1.281350 -0.032458 0.031765 3.907118 -0.098971 0.096857 0.008639 0.000000
1720 0.000000 0.649770 0.406139 1.702486 1.108786 -0.039346 -0.000454 1.887693 -0.066985 -0.000773 0.007474 0.000000
1721 0.000000 0.677419 0.406139 2.033764 1.125333 0.016809 0.016948 2.288662 0.034186 0.034468 0.020938 0.000000
1722 0.000000 0.705069 0.406139 2.452947 1.029479 0.035070 -0.012166 2.525256 0.086025 -0.029842 0.020773 0.000000
1723 0.000000 0.732719 0.406139 0.689482 0.899590 0.067756 -0.015488 0.620251 0.046717 -0.010679 0.014012 0.000000
1724 0.000000 0.760369 0.406139 0.124658 0.323570 -0.063468 -0.039040 0.040335 -0.007912 -0.004867 0.012267 0.000000
1725 0.000000 0.788018 0.406139 0.874117 0.108210 0.009946 0.016046 0.094588 0.008694 0.014026 0.005433 0.000000
1726 0.000000 0.815668 0.406139 0.371440 0.084377 0.046388 0.023484 0.031341 0.017230 0.008723 0.007956 0.000000
1727 0.000000 0.843318 0.406139 0.000000 -nan -nan -nan 0.000000 0.000000 0.000000 -nan 0.000000
1728 0.000000 0.870968 0.406139 0.000000 -nan -nan -nan 0.000000 0.000000 0.000000 -nan 0.000143
1729 0.000000 -0.903226 0.421181 0.000000 -nan -nan -nan 0.000000 0.000000 0.000000 -nan 0.000000
1730 0.000000 -0.874552 0.421181 0.000000 -nan -nan -nan 0.000000 0.000000 0.000000 -nan 0.000000
1731 0.000000 -0.845878 0.421181 0.009193 0.115198 -0.037393 0.017437 0.001059 -0.000344 0.000160 0.000000 0.000000
1732 0.000000 -0.817204 0.421181 0.052883 0.115198 -0.037393 0.017437 0.006092 -0.001977 0.000922 0.000000 0.000000
1733 0.000000 -0.788530 0.421181 0.201968 0.867527 -0.170783 -0.040452 0.175213 -0.034493 -0.008170 0.000000 0.000000
1734 0.000000 -0.759857 0.421181 0.000000 0.867527 -0.170783 -0.040452 0.000000 -0.000000 -0.000000 0.000000 0.000000
1735 0.000000 -0.731183 0.421181 0.000000 -nan -nan -nan 0.000000 0.000000 0.000000 -nan 0.000000
1736 0.000000 -0.702509 0.421181 0.000000 -nan -nan -nan 0.000000 0.000000 0.000000 -nan 0.000000
1737 0.000000 -0.673835 0.421181 0.035122 1.152448 -0.009955 -0.028519 0.040477 -0.000350 -0.001002 0.001863 0.000000
1738 0.000000 -0.645161 0.421181 0.544934 1.171903 0.041474 -0.018565 0.638610 0.022601 -0.010117 0.008628 0.000000
1739 0.000000 -0.616487 0.421181 0.231338 1.194798 0.060658 0.002973 0.276402 0.014032 0.000688 0.009933 0.000000
1740 0.000000 -0.587814 0.421181 0.059272 1.600333 -0.009790 0.058503 0.094855 -0.000580 0.003468 0.013687 0.000000
1741 0.000000 -0.559140 0.421181 1.586787 1.665059 -0.015040 0.070952 2.642094 -0.023865 0.112585 0.009833 0.000000
1742 0.000000 -0.530466 0.421181 1.714066 1.735003 0.004428 0.047197 2.973910 0.007591 0.080899 0.009093 0.000000
1743 0.000000 -0.501792 0.421181 2.655693 2.006440 0.029956 0.017280 5.328489 0.079554 0.045890 0.024005 0.000000
1744 0.000000 -0.473118 0.421181 4.775666 2.141294 0.038667 -0.026711 10.226107 0.184660 -0.127564 0.009663 0.000000
1745 0.000000 -0.444444 0.421181 5.052345 2.382494 0.020157 -0.049719 12.037182 0.101841 -0.251196 0.036183 0.000000
1746 0.000000 -0.415771 0.421181 8.017467 2.622432 -0.007955 -0.039230 21.025264 -0.063780 -0.314522 0.025382 0.005678
1747 0.000000 -0.387097 0.421181 9.106581 2.687097 0.015468 -0.002305 24.470263 0.140861 -0.020990 0.013509 0.018742
1748 0.000000 -0.358423 0.421181 8.848440 2.777291 -0.001100 -0.004150 24.574694 -0.009733 -0.036720 0.015409 0.000000
1749 0.000000 -0.329749 0.421181 9.037427 2.951644 0.000663 -0.058908 26.675268 0.005996 -0.532379 0.018365 0.000000
1750 0.000000 -0.301075 0.421181 8.320836 3.076373 0.040334 -0.033567 25.597994 0.335616 -0.279307 0.015211 0.000433
1751 0.000000 -0.272401 0.421181 10.005238 3.180668 0.017960 -0.006399 31.823338 0.179697 -0.064026 0.013947 0.003210
1752 0.000000 -0.243728 0.421181 11.661978 3.307853 -0.006528 -0.005941 38.576114 -0.076128 -0.069286 0.013768 0.044969
1753 0.000000 -0.215054 0.421181 13.583934 3.418950 -0.023256 -0.005473 46.442793 -0.315909 -0.074352 0.014477 0.033151
1754 0.000000 -0.186380 0.421181 14.723961 3.504664 -0.020684 0.032650 51.602533 -0.304555 0.480739 0.012330 0.035486
1755 0.000000 -0.157706 0.421181 14.139620 3.555992 0.011189 0.049515 50.280372 0.158209 0.700129 0.010315 0.030315
1756 0.000000 -0.129032 0.421181 14.485061 3.607706 0.016297 0.008841 52.257840 0.236065 0.128058 0.005750 0.026499
1757 0.000000 -0.100358 0.421181 14.745786 3.643493 0.009517 0.026455 53.726168 0.140335 0.390100 0.011554 0.025712
1758 0.000000 -0.071685 0.421181 15.046495 3.703507 -0.006898 0.000381 55.724799 -0.103793 0.005733 0.012369 0.047988
1759 0.000000 -0.043011 0.421181 14.865409 3.721830 -0.015244 -0.031430 55.326526 -0.226604 -0.467227 0.010158 0.044434
1760 0.000000 -0.014337 0.421181 14.285639 3.714304 -0.028228 -0.015011 53.061205 -0.403258 -0.214449 0.009664 0.043151
1761 0.000000 0.014337 0.421181 14.962569 3.654575 -0.028624 -0.009571 54.681840 -0.428284 -0.143210 0.015673 0.047410
1762 0.000000 0.043011 0.421181 14.219362 3.636710 -0.030537 -0.002599 51.711695 -0.434217 -0.036949 0.012372 0.068792
1763 0.000000 0.071685 0.421181 15.064440 3.592767 -0.026915 -0.003628 54.123029 -0.405465 -0.054661 0.008012 0.044926
1764 0.000000 0.100358 0.421181 14.490221 3.559389 -0.036166 -0.017871 51.576335 -0.524049 -0.258951 0.008781 0.044311
1765 0.000000 0.129032 0.421181 14.454988 3.458468 -0.032704 0.002600 49.992114 -0.472736 0.037577 0.011990 0.015783
1766 0.000000 0.157706 0.421181 15.221709 3.401533 -0.036554 -0.003161 51.777148 -0.556407 -0.048123 0.008800 0.033746
1767 0.000000 0.186380 0.421181 13.607090 3.346263 -0.007579 0.004542 45.532902 -0.103124 0.061797 0.010269 0.000000
1768 0.000000 0.215054 0.421181 13.519143 3.226949 -0.011895 0.014491 43.625581 -0.160810 0.195902 0.006651 0.012473
1769 0.000000 0.243728 0.421181 13.668533 3.135418 -0.032836 -0.004771 42.856567 -0.448821 -0.065217 0.011075 0.018588
1770 0.000000 0.272401 0.421181 11.987616 3.011402 -0.034178 0.007217 36.099529 -0.409718 0.086520 0.010211 0.005077
1771 0.000000 0.301075 0.421181 11.817760 2.880397 -0.036818 0.030212 34.039835 -0.435111 0.357039 0.016747 0.014133
1772 0.000000 0.329749 0.421181 10.360218 2.747629 -0.014392 0.034752 28.466031 -0.149103 0.360038 0.025103 0.000000
1773 0.000000 0.358423 0.421181 9.294552 2.608254 0.000924 0.053359 24.242550 0.008589 0.495949 0.014193 0.000000
1774 0.000000 0.387097 0.421181 9.011991 2.457270 -0.003886 0.035613 22.144891 -0.035022 0.320946 0.009019 0.033685
1775 0.000000 0.415771 0.421181 6.890131 2.327246 -0.014556 0.007876 16.035031 -0.100295 0.054268 0.010380 0.000000
1776 0.000000 0.444444 0.421181 6.669337 2.142230 -0.041557 0.044334 14.287251 -0.277160 0.295677 0.013258 0.000000
1777 0.000000 0.473118 0.421181 4.638778 2.053607 -0.054013 0.041440 9.526230 -0.250555 0.192230 0.024675 0.000000
1778 0.000000 0.501792 0.421181 2.794946 1.890818 -0.080557 0.039920 5.284734 -0.225154 0.111574 0.027065 0.000000
1779 0.000000 0.530466 0.421181 2.483798 1.675678 -0.035540 0.039024 4.162047 -0.088275 0.096929 0.009773 0.000000
1780 0.000000 0.559140 0.421181 2.243975 1.652393 0.023791 0.029513 3.707928 0.053387 0.066226 0.001935 0.000000
1781 0.000000 0.587814 0.421181 1.229433 1.402558 -0.037945 0.005744 1.724352 -0.046650 0.007062 0.018166 0.000000
1782 0.000000 0.616487 0.421181 1.904892 1.311953 -0.051600 0.004579 2.499129 -0.098292 0.008723 0.002053 0.000000
1783 0.000000 0.645161 0.421181 0.121987 1.205362 -0.032319 0.008294 0.147038 -0.003943 0.001012 0.001049 0.000000
1784 0.000000 0.673835 0.421181 0.173122 1.172886 -0.002035 0.054444 0.203052 -0.000352 0.009425 0.015165 0.000000
1785 0.000000 0.702509 0.421181 0.298035 1.100450 0.005480 0.034963 0.327973 0.001633 0.010420 0.013435 0.000000
1786 0.000000 0.731183 0.421181 0.025370 0.888348 0.063208 0.021494 0.022537 0.001604 0.000545 0.000083 0.000000
1787 0.000000 0.759857 0.421181 0.000000 -nan -nan -nan 0.000000 0.000000 0.000000 -nan 0.000000
1788 0.000000 0.788530 0.421181 0.061334 0.077198 -0.012273 0.010058 0.004735 -0.000753 0.000617 0.000000 0.000000
1789 0.000000 0.817204 0.421181 0.000000 -nan -nan -nan 0.000000 0.000000 0.000000 -nan 0.000000
1790 0.000000 0.845878 0.421181 0.000000 -nan -nan -nan 0.000000 0.000000 0.000000 -nan 0.000000
1791 0.000000 0.874552 0.421181 0.000000 -nan -nan -nan 0.000000 0.000000 0.000000 -nan 0.000000
1792 0.000000 0.903226 0.421181 0.000000 -nan -nan -nan 0.000000 0.000000 0.000000 -nan 0.000000
1793 0.000000 -0.935484 0.436223 0.000000 -nan -nan -nan 0.000000 0.000000 0.000000 -nan 0.002526
1794 0.000000 -0.905786 0.436223 0.000000 -nan -nan -nan 0.000000 0.000000 0.000000 -nan 0.000000
1795 0.000000 -0.876088 0.436223 0.000000 -nan -nan -nan 0.000000 0.000000 0.000000 -nan 0.000000
1796 0.000000 -0.846390 0.436223 0.000000 -nan -nan -nan 0.000000 0.000000 0.000000 -nan 0.000000
1797 0.000000 -0.816692 0.436223 0.000000 -nan -nan -nan 0.000000 0.000000 0.000000 -nan 0.000000
1798 0.000000 -0.786994 0.436223 0.000000 -nan -nan -nan 0.000000 0.000000 0.000000 -nan 0.000000
1799 0.000000 -0.757296 0.436223 0.000000 -nan -nan -nan 0.000000 0.000000 0.000000 -nan 0.000000
1800 0.000000 -0.727599 0.436223 0.000000 -nan -nan -nan 0.000000 0.000000 0.000000 -nan 0.000000
1801 0.000000 -0.697901 0.436223 0.000000 -nan -nan -nan 0.000000 0.000000 0.000000 -nan 0.000000
1802 0.000000 -0.668203 0.436223 0.000000 -nan -nan -nan 0.000000 0.000000 0.000000 -nan 0.000000
1803 0.000000 -0.638505 0.436223 0.002363 1.145855 0.129029 -0.010908 0.002708 0.000305 -0.000026 0.000000 0.000000
1804 0.000000 -0.608807 0.436223 0.000000 -nan -nan -nan 0.000000 0.000000 0.000000 -nan 0.000000
1805 0.000000 -0.579109 0.436223 0.009295 1.677120 0.010995 0.112098 0.015589 0.000102 0.001042 0.000000 0.000000
1806 0.000000 -0.549411 0.436223 0.283451 1.749776 0.013377 0.067257 0.495976 0.003792 0.019064 0.003317 0.000000
1807 0.000000 -0.519713 0.436223 0.065784 1.801612 0.022664 0.041057 0.118517 0.001491 0.002701 0.008173 0.000000
1808 0.000000 -0.490015 0.436223 1.337932 2.127883 0.013410 -0.022373 2.846964 0.017941 -0.029934 0.003159 0.000000
1809 0.000000 -0.460317 0.436223 0.971764 2.194096 0.053861 -0.052247 2.132143 0.052340 -0.050772 0.010553 0.000000
1810 0.000000 -0.430620 0.436223 2.282550 2.643303 -0.012716 -0.060171 6.033472 -0.029025 -0.137343 0.019595 0.000000
1811 0.000000 -0.400922 0.436223 4.101963 2.742961 -0.005557 -0.037219 11.251526 -0.022796 -0.152671 0.008850 0.000000
1812 0.000000 -0.371224 0.436223 3.849214 2.769346 0.030419 0.011408 10.659807 0.117088 0.043912 0.007507 0.000000
1813 0.000000 -0.341526 0.436223 2.988872 2.884181 0.011681 -0.032734 8.620447 0.034912 -0.097837 0.024515 0.000000
1814 0.000000 -0.311828 0.436223 4.187963 3.149082 0.026700 -0.053719 13.188237 0.111820 -0.224973 0.024423 0.000000
1815 0.000000 -0.282130 0.436223 3.860791 3.222703 0.022947 -0.018104 12.442184 0.088593 -0.069894 0.016286 0.000000
1816 0.000000 -0.252432 0.436223 6.936485 3.340414 0.000885 -0.015438 23.170730 0.006141 -0.107088 0.011385 0.000000
1817 0.000000 -0.222734 0.436223 9.702249 3.475066 -0.017992 -0.019036 33.715949 -0.174563 -0.184695 0.012413 0.000000
1818 0.000000 -0.193036 0.436223 12.203029 3.559483 -0.026983 0.040307 43.436469 -0.329272 0.491864 0.012618 0.021356
1819 0.000000 -0.163338 0.436223 12.673764 3.589885 0.013372 0.056873 45.497362 0.169470 0.720799 0.008569 0.000000
1820 0.000000 -0.133641 0.436223 14.230269 3.634916 0.023059 0.026389 51.725829 0.328135 0.375522 0.007085 0.029671
1821 0.000000 -0.103943 0.436223 14.497971 3.713624 -0.001869 0.034584 53.840014 -0.027099 0.501393 0.011831 0.017479
1822 0.000000 -0.074245 0.436223 14.672198 3.775380 -0.004440 0.002768 55.393124 -0.065151 0.040607 0.012528 0.019703
1823 0.000000 -0.044547 0.436223 14.225784 3.784852 -0.017315 -0.028354 53.842487 -0.246318 -0.403364 0.007024 0.026353
1824 0.000000 -0.014849 0.436223 14.828393 3.784158 -0.025075 -0.013872 56.112984 -0.371827 -0.205697 0.005377 0.025241
1825 0.000000 0.014849 0.436223 14.036816 3.759414 -0.025968 -0.013181 52.770205 -0.364515 -0.185016 0.013783 0.034066
1826 0.000000 0.044547 0.436223 14.128425 3.729427 -0.025212 -0.004025 52.690932 -0.356200 -0.056872 0.012382 0.048346
1827 0.000000 0.074245 0.436223 14.734435 3.648698 -0.013765 -0.011083 53.761506 -0.202819 -0.163301 0.008282 0.022634
1828 0.000000 0.103943 0.436223 15.147949 3.603849 -0.033957 -0.031582 54.590926 -0.514373 -0.478399 0.007152 0.019723
1829 0.000000 0.133641 0.436223 12.949144 3.519455 -0.040763 -0.000037 45.573925 -0.527841 -0.000485 0.009040 0.020277
1830 0.000000 0.163338 0.436223 14.281155 3.455111 -0.049508 -0.000288 49.342974 -0.707034 -0.004112 0.007520 0.009256
1831 0.000000 0.193036 0.436223 11.052230 3.365662 -0.022296 0.007713 37.198071 -0.246417 0.085249 0.008499 0.003397
1832 0.000000 0.222734 0.436223 10.756244 3.251939 -0.015893 0.015182 34.978647 -0.170953 0.163305 0.005360 0.000000
1833 0.000000 0.252432 0.436223 8.654550 3.134521 -0.025360 -0.000221 27.127864 -0.219478 -0.001913 0.013928 0.006429
1834 0.000000 0.282130 0.436223 6.701991 3.017741 -0.028827 0.020629 20.224872 -0.193197 0.138253 0.011358 0.000000
1835 0.000000 0.311828 0.436223 7.346896 2.883528 -0.047240 0.017777 21.184979 -0.347068 0.130607 0.016984 0.001378
1836 0.000000 0.341526 0.436223 4.653553 2.742641 0.000159 0.025148 12.763025 0.000740 0.117029 0.024361 0.000000
1837 0.000000 0.371224 0.436223 3.865332 2.535854 -0.031737 0.090015 9.801915 -0.122674 0.347939 0.012223 0.000000
1838 0.000000 0.400922 0.436223 3.116102 2.481267 -0.006585 0.027033 7.731882 -0.020519 0.084239 0.014535 0.000000
1839 0.000000 0.430620 0.436223 1.662081 2.250033 -0.049231 0.028662 3.739739 -0.081826 0.047639 0.007497 0.000000
1840 0.000000 0.460317 0.436223 0.711589 2.096601 -0.018081 0.074049 1.491918 -0.012866 0.052693 0.010831 0.000000
1841 0.000000 0.490015 0.436223 0.604422 2.081828 -0.114350 -0.024619 1.258303 -0.069115 -0.014880 0.029997 0.000000
1842 0.000000 0.519713 0.436223 0.193516 1.652476 -0.004351 0.082495 0.319781 -0.000842 0.015964 0.004171 0.000000
1843 0.000000 0.549411 0.436223 0.318862 1.649133 0.017070 0.060212 0.525845 0.005443 0.019199 0.001380 0.000000
1844 0.000000 0.579109 0.436223 0.149357 1.467736 -0.032782 0.018550 0.219217 -0.004896 0.002771 0.026349 0.000000
1845 0.000000 0.608807 0.436223 1.036343 1.310766 -0.050853 -0.010743 1.358403 -0.052701 -0.011134 0.001127 0.000000
1846 0.000000 0.638505 0.436223 0.012581 1.292847 -0.038903 -0.023486 0.016266 -0.000489 -0.000295 0.000000 0.000000
1847 0.000000 0.668203 0.436223 0.000000 -nan -nan -nan 0.000000 0.000000 0.000000 -nan 0.000000
1848 0.000000 0.697901 0.436223 0.000000 -nan -nan -nan 0.000000 0.000000 0.000000 -nan 0.000000
1849 0.000000 0.727599 0.436223 0.000000 -nan -nan -nan 0.000000 0.000000 0.000000 -nan 0.000000
1850 0.000000 0.757296 0.436223 0.000000 -nan -nan -nan 0.000000 0.000000 0.000000 -nan 0.000000
1851 0.000000 0.786994 0.436223 0.000000 -nan -nan -nan 0.000000 0.000000 0.000000 -nan 0.000000
1852 0.000000 0.816692 0.436223 0.000000 -nan -nan -nan 0.000000 0.000000 0.000000 -nan 0.000000
1853 0.000000 0.846390 0.436223 0.000000 -nan -nan -nan 0.000000 0.000000 0.000000 -nan 0.000000
1854 0.000000 0.876088 0.436223 0.000000 -nan -nan -nan 0.000000 0.000000 0.000000 -nan 0.000000
1855 0.000000 0.905786 0.436223 0.000000 -nan -nan -nan 0.000000 0.000000 0.000000 -nan 0.000000
1856 0.000000 0.935484 0.436223 0.000000 -nan -nan -nan 0.000000 0.000000 0.000000 -nan 0.000000
1857 0.000000 -0.967742 0.451265 0.000000 -nan -nan -nan 0.000000 0.000000 0.000000 -nan 0.000000
1858 0.000000 -0.937020 0.451265 0.000000 -nan -nan -nan 0.000000 0.000000 0.000000 -nan 0.000000
1859 0.000000 -0.906298 0.451265 0.000000 -nan -nan -nan 0.000000 0.000000 0.000000 -nan 0.000000
1860 0.000000 -0.875576 0.451265 0.000000 -nan -nan -nan 0.000000 0.000000 0.000000 -nan 0.000000
1861 0.000000 -0.844854 0.451265 0.000000 -nan -nan -nan 0.000000 0.000000 0.000000 -nan 0.000000
1862 0.000000 -0.814132 0.451265 0.000000 -nan -nan -nan 0.000000 0.000000 0.000000 -nan 0.000000
1863 0.000000 -0.783410 0.451265 0.000000 -nan -nan -nan 0.000000 0.000000 0.000000 -nan 0.000000
1864 0.000000 -0.752688 0.451265 0.000000 -nan -nan -nan 0.000000 0.000000 0.000000 -nan 0.000000
1865 0.000000 -0.721966 0.451265 0.000000 -nan -nan -nan 0.000000 0.000000 0.000000 -nan 0.000000
1866 0.000000 -0.691244 0.451265 0.000000 -nan -nan -nan 0.000000 0.000000 0.000000 -nan 0.000000
1867 0.000000 -0.660522 0.451265 0.000000 -nan -nan -nan 0.000000 0.000000 0.000000 -nan 0.000000
1868 0.000000 -0.629800 0.451265 0.000000 -nan -nan -nan 0.000000 0.000000 0.000000 -nan 0.000000
1869 0.000000 -0.599078 0.451265 0.000000 -nan -nan -nan 0.000000 0.000000 0.000000 -nan 0.000000
1870 0.000000 -0.568356 0.451265 0.000000 -nan -nan -nan 0.000000 0.000000 0.000000 -nan 0.000000
1871 0.000000 -0.537634 0.451265 0.000000 1.781266 0.015073 0.049517 0.000000 0.000000 0.000000 0.000000 0.000000
1872 0.000000 -0.506912 0.451265 0.024197 2.152618 0.001949 -0.036341 0.052086 0.000047 -0.000879 0.000000 0.000000
1873 0.000000 -0.476190 0.451265 0.079211 2.152839 0.020488 -0.039951 0.170529 0.001623 -0.003165 0.001044 0.000000
1874 0.000000 -0.445469 0.451265 0.007531 2.578509 -0.012659 -0.082294 0.019419 -0.000095 -0.000620 0.021666 0.000000
1875 0.000000 -0.414747 0.451265 0.481596 2.776381 -0.017723 -0.061546 1.337094 -0.008535 -0.029640 0.002199 0.000000
1876 0.000000 -0.384025 0.451265 0.893020 2.803261 0.010685 -0.020970 2.503367 0.009542 -0.018726 0.002208 0.000000
1877 0.000000 -0.353303 0.451265 0.560688 2.846134 0.073319 -0.024644 1.595794 0.041109 -0.013817 0.010197 0.000000
1878 0.000000 -0.322581 0.451265 1.438931 3.402078 -0.078347 -0.087137 4.895357 -0.112735 -0.125385 0.024966 0.005856
1879 0.000000 -0.291859 0.451265 1.864828 3.382347 -0.020885 -0.049783 6.307496 -0.038947 -0.092836 0.023016 0.002468
1880 0.000000 -0.261137 0.451265 1.929303 3.391639 0.006688 -0.009607 6.543500 0.012903 -0.018534 0.012610 0.000000
