j xq yq zq rhoq vxq vyq vzq pxq pyq pzq Tq pq
958 0.000000 0.453149 0.225633 12.686498 0.727418 0.050949 0.011441 9.228383 0.646362 0.145146 0.077506 0.180916
959 0.000000 0.468510 0.225633 10.031847 0.686924 0.065355 0.029157 6.891121 0.655633 0.292498 0.049337 0.184635
960 0.000000 0.483871 0.225633 6.472793 0.634601 0.090516 0.036215 4.107644 0.585891 0.234409 0.039098 0.181053
961 0.000000 -0.516129 0.240675 6.751475 0.621107 0.067997 -0.044359 4.193385 0.459078 -0.299490 0.043272 0.162654
962 0.000000 -0.499744 0.240675 9.982758 0.747671 0.062144 -0.045709 7.463821 0.620370 -0.456297 0.034798 0.165303
963 0.000000 -0.483359 0.240675 13.311643 0.781397 0.035141 -0.006764 10.401682 0.467786 -0.090044 0.034148 0.161473
964 0.000000 -0.466974 0.240675 14.434712 0.764011 0.039620 0.013223 11.028275 0.571899 0.190872 0.037131 0.177167
965 0.000000 -0.450589 0.240675 13.637500 0.792064 0.056176 0.018499 10.801777 0.766096 0.252287 0.044543 0.166390
966 0.000000 -0.434204 0.240675 13.691056 0.928503 0.008056 0.015693 12.712186 0.110289 0.214858 0.060128 0.181825
967 0.000000 -0.417819 0.240675 14.221408 1.064137 -0.027342 0.009986 15.133522 -0.388837 0.142015 0.045565 0.180719
968 0.000000 -0.401434 0.240675 13.595028 1.136473 -0.034078 0.011742 15.450388 -0.463295 0.159629 0.045872 0.176235
969 0.000000 -0.385049 0.240675 14.305467 1.239890 -0.052734 0.024639 17.737209 -0.754379 0.352479 0.048024 0.196984
970 0.000000 -0.368664 0.240675 15.168434 1.353572 -0.054590 0.022194 20.531568 -0.828045 0.336648 0.050109 0.176694
971 0.000000 -0.352279 0.240675 15.427009 1.461125 -0.053987 -0.004646 22.540786 -0.832863 -0.071674 0.044113 0.191771
972 0.000000 -0.335893 0.240675 14.108302 1.555958 -0.032194 -0.005312 21.951921 -0.454207 -0.074938 0.053365 0.169236
973 0.000000 -0.319508 0.240675 13.287614 1.672919 -0.009961 0.022837 22.229107 -0.132364 0.303453 0.044836 0.210552
974 0.000000 -0.303123 0.240675 15.129807 1.705555 -0.015098 0.017066 25.804719 -0.228436 0.258205 0.041836 0.193041
975 0.000000 -0.286738 0.240675 14.839826 1.711574 -0.024257 0.007312 25.399457 -0.359965 0.108516 0.063783 0.170367
976 0.000000 -0.270353 0.240675 14.204433 1.761670 -0.028805 0.036302 25.023519 -0.409159 0.515654 0.069348 0.185469
977 0.000000 -0.253968 0.240675 14.285987 1.833789 -0.013442 0.039975 26.197489 -0.192029 0.571088 0.075614 0.190007
978 0.000000 -0.237583 0.240675 14.819901 1.885706 0.049230 0.009070 27.945975 0.729577 0.134409 0.129374 0.206583
979 0.000000 -0.221198 0.240675 14.719539 1.970403 0.041871 0.003304 29.003417 0.616317 0.048632 0.115176 0.183917
980 0.000000 -0.204813 0.240675 15.565652 2.031153 -0.017743 0.027376 31.616225 -0.276181 0.426121 0.043606 0.198949
981 0.000000 -0.188428 0.240675 16.494713 2.055179 -0.032329 0.017616 33.899580 -0.533249 0.290575 0.034881 0.203822
982 0.000000 -0.172043 0.240675 15.871999 2.087329 -0.027459 -0.011715 33.130083 -0.435832 -0.185947 0.040446 0.205548
983 0.000000 -0.155658 0.240675 16.201488 2.153155 -0.012585 -0.038177 34.884312 -0.203900 -0.618525 0.054670 0.205952
984 0.000000 -0.139273 0.240675 15.741210 2.219130 0.006609 -0.062798 34.931786 0.104039 -0.988518 0.044399 0.208729
985 0.000000 -0.122888 0.240675 15.814822 2.242988 0.043783 -0.080308 35.472452 0.692419 -1.270064 0.048048 0.216813
986 0.000000 -0.106503 0.240675 16.414881 2.240731 0.054517 -0.077533 36.781329 0.894893 -1.272692 0.050372 0.215277
987 0.000000 -0.090118 0.240675 16.084246 2.239964 0.024386 -0.017765 36.028129 0.392233 -0.285744 0.045756 0.219127
988 0.000000 -0.073733 0.240675 15.571913 2.271986 -0.001014 0.024824 35.379171 -0.015789 0.386555 0.038866 0.218821
989 0.000000 -0.057348 0.240675 15.367017 2.332750 -0.001771 0.009016 35.847411 -0.027210 0.138552 0.033053 0.211153
990 0.000000 -0.040963 0.240675 15.138398 2.366839 0.017438 0.005379 35.830144 0.263985 0.081433 0.025246 0.222542
991 0.000000 -0.024578 0.240675 15.111224 2.372449 0.021193 0.015306 35.850612 0.320258 0.231288 0.026574 0.230301
992 0.000000 -0.008193 0.240675 15.860109 2.349003 0.015891 0.038611 37.255438 0.252036 0.612368 0.022103 0.231177
993 0.000000 0.008193 0.240675 16.268191 2.337359 0.006767 0.024603 38.024609 0.110095 0.400239 0.021146 0.237381
994 0.000000 0.024578 0.240675 15.422955 2.365183 0.006054 -0.014153 36.478110 0.093372 -0.218284 0.025723 0.217456
995 0.000000 0.040963 0.240675 16.147116 2.391291 0.022968 -0.006012 38.612458 0.370871 -0.097084 0.023543 0.249314
996 0.000000 0.057348 0.240675 16.128443 2.375331 0.019599 0.016273 38.310396 0.316099 0.262458 0.022506 0.242025
997 0.000000 0.073733 0.240675 15.959251 2.318812 0.009564 0.014022 37.006495 0.152631 0.223781 0.025444 0.219142
998 0.000000 0.090118 0.240675 15.788971 2.290988 0.006177 0.008413 36.172340 0.097535 0.132833 0.029953 0.202810
999 0.000000 0.106503 0.240675 16.158564 2.282709 -0.018248 0.014106 36.885301 -0.294863 0.227930 0.040860 0.201556
1000 0.000000 0.122888 0.240675 16.456362 2.255156 -0.069614 -0.007536 37.111669 -1.145590 -0.124018 0.045583 0.204469
1001 0.000000 0.139273 0.240675 16.940222 2.255607 -0.072393 -0.017866 38.210480 -1.226349 -0.302659 0.048943 0.189477
1002 0.000000 0.155658 0.240675 16.206895 2.240315 -0.049468 -0.003357 36.308550 -0.801724 -0.054415 0.045257 0.215999
1003 0.000000 0.172043 0.240675 15.436172 2.199452 -0.048639 0.015553 33.951121 -0.750801 0.240085 0.032159 0.198100
1004 0.000000 0.188428 0.240675 15.026425 2.143881 -0.050437 0.003616 32.214871 -0.757882 0.054332 0.030928 0.164388
1005 0.000000 0.204813 0.240675 15.183425 2.098227 -0.036224 -0.018529 31.858271 -0.550006 -0.281333 0.042105 0.212693
1006 0.000000 0.221198 0.240675 15.469353 2.054415 -0.016057 -0.019329 31.780465 -0.248388 -0.299000 0.047915 0.187053
1007 0.000000 0.237583 0.240675 15.936194 1.987516 -0.010784 -0.025988 31.673444 -0.171849 -0.414148 0.043661 0.227236
1008 0.000000 0.253968 0.240675 15.254619 1.909640 -0.022090 -0.022501 29.130828 -0.336973 -0.343243 0.036816 0.195383
1009 0.000000 0.270353 0.240675 14.424254 1.834586 -0.009572 -0.002420 26.462528 -0.138072 -0.034908 0.066763 0.174711
1010 0.000000 0.286738 0.240675 14.776263 1.731019 0.005856 0.026632 25.577987 0.086532 0.393520 0.084440 0.189829
1011 0.000000 0.303123 0.240675 15.332710 1.627709 0.011994 0.022842 24.957198 0.183895 0.350230 0.057227 0.195637
1012 0.000000 0.319508 0.240675 15.656246 1.579910 0.018766 0.014113 24.735465 0.293801 0.220964 0.041367 0.187050
1013 0.000000 0.335893 0.240675 14.602649 1.563580 0.044756 0.016945 22.832408 0.653562 0.247439 0.041094 0.189671
1014 0.000000 0.352279 0.240675 13.907140 1.499472 0.047368 0.002844 20.853362 0.658760 0.039547 0.055518 0.175497
1015 0.000000 0.368664 0.240675 14.049669 1.342502 0.012122 -0.014030 18.861703 0.170311 -0.197122 0.079553 0.163616
1016 0.000000 0.385049 0.240675 13.862652 1.200988 0.002595 0.001020 16.648881 0.035970 0.014146 0.070021 0.206147
1017 0.000000 0.401434 0.240675 13.506270 1.134227 0.026385 0.023776 15.319173 0.356366 0.321127 0.047650 0.191643
1018 0.000000 0.417819 0.240675 12.807649 1.124283 0.060167 0.026060 14.399422 0.770601 0.333764 0.040416 0.164675
1019 0.000000 0.434204 0.240675 12.320357 1.062897 0.094522 0.033891 13.095275 1.164546 0.417548 0.056364 0.184530
1020 0.000000 0.450589 0.240675 13.415460 0.925991 0.083715 0.037225 12.422597 1.123080 0.499389 0.064606 0.173479
1021 0.000000 0.466974 0.240675 13.914794 0.823683 0.068484 0.023624 11.461381 0.952943 0.328720 0.054285 0.173532
1022 0.000000 0.483359 0.240675 12.344161 0.730418 0.082416 0.015767 9.016396 1.017362 0.194629 0.054362 0.162506
1023 0.000000 0.499744 0.240675 9.163961 0.649009 0.121473 0.029901 5.947489 1.113170 0.274013 0.048511 0.164029
1024 0.000000 0.516129 0.240675 5.860808 0.594607 0.095448 0.015273 3.484876 0.559401 0.089515 0.036758 0.155374
1025 0.000000 -0.548387 0.255717 6.206759 0.665165 0.003986 -0.006025 4.128520 0.024738 -0.037398 0.026110 0.147585
1026 0.000000 -0.530978 0.255717 9.822900 0.653460 0.034439 -0.018490 6.418874 0.338295 -0.181624 0.048945 0.133946
1027 0.000000 -0.513569 0.255717 13.743245 0.760351 0.054870 -0.057198 10.449695 0.754094 -0.786092 0.065418 0.140832
1028 0.000000 -0.496160 0.255717 15.518614 0.894094 0.045591 -0.041653 13.875105 0.707504 -0.646393 0.044779 0.141647
1029 0.000000 -0.478751 0.255717 14.939258 0.939335 0.038152 0.014443 14.032972 0.569968 0.215768 0.034173 0.156363
1030 0.000000 -0.461342 0.255717 14.144411 0.956452 0.028297 0.039796 13.528455 0.400243 0.562889 0.037776 0.157573
1031 0.000000 -0.443932 0.255717 13.569948 1.048944 0.001456 0.035538 14.234110 0.019762 0.482255 0.060396 0.143885
1032 0.000000 -0.426523 0.255717 13.777520 1.218883 -0.032251 0.008144 16.793186 -0.444337 0.112210 0.058509 0.144015
1033 0.000000 -0.409114 0.255717 13.421746 1.336349 -0.041856 -0.012872 17.936138 -0.561785 -0.172760 0.054092 0.168873
1034 0.000000 -0.391705 0.255717 13.722425 1.438199 -0.049188 -0.005447 19.735580 -0.674985 -0.074742 0.058910 0.160702
1035 0.000000 -0.374296 0.255717 14.611798 1.521622 -0.068029 0.019441 22.233639 -0.994029 0.284063 0.052357 0.167389
1036 0.000000 -0.356887 0.255717 16.000630 1.619260 -0.076398 -0.011305 25.909186 -1.222413 -0.180890 0.048158 0.166708
1037 0.000000 -0.339478 0.255717 15.969807 1.716169 -0.058949 -0.039840 27.406889 -0.941403 -0.636238 0.055617 0.158481
1038 0.000000 -0.322069 0.255717 14.120884 1.822304 -0.021903 -0.002447 25.732548 -0.309295 -0.034554 0.043783 0.201819
1039 0.000000 -0.304659 0.255717 14.688509 1.876272 -0.015882 0.008464 27.559645 -0.233286 0.124319 0.034311 0.182553
1040 0.000000 -0.287250 0.255717 14.890811 1.921435 -0.009419 -0.014636 28.611729 -0.140253 -0.217943 0.051192 0.156587
1041 0.000000 -0.269841 0.255717 15.310353 1.979524 -0.009622 0.006667 30.307216 -0.147319 0.102081 0.050540 0.169548
1042 0.000000 -0.252432 0.255717 14.555179 2.059772 -0.004955 0.012702 29.980344 -0.072124 0.184879 0.048256 0.177190
1043 0.000000 -0.235023 0.255717 14.670978 2.113587 0.013768 0.004847 31.008396 0.201991 0.071107 0.075259 0.202707
1044 0.000000 -0.217614 0.255717 14.985696 2.139545 0.003716 0.024657 32.062577 0.055684 0.369496 0.056812 0.190063
1045 0.000000 -0.200205 0.255717 15.869147 2.138263 -0.001950 0.036001 33.932407 -0.030939 0.571309 0.039229 0.187625
1046 0.000000 -0.182796 0.255717 15.413482 2.175177 -0.001861 0.007181 33.527045 -0.028682 0.110684 0.043331 0.204780
1047 0.000000 -0.165387 0.255717 15.338531 2.260737 -0.012675 -0.030603 34.676380 -0.194422 -0.469407 0.052289 0.164788
1048 0.000000 -0.147977 0.255717 15.971155 2.323043 -0.019713 -0.075627 37.101684 -0.314839 -1.207852 0.050771 0.174461
1049 0.000000 -0.130568 0.255717 16.103420 2.367844 0.002935 -0.085458 38.130386 0.047264 -1.376166 0.047661 0.202341
1050 0.000000 -0.113159 0.255717 16.347848 2.368475 0.031838 -0.062448 38.719471 0.520476 -1.020886 0.056506 0.182669
1051 0.000000 -0.095750 0.255717 16.715644 2.361923 0.012641 -0.003167 39.481058 0.211308 -0.052939 0.051634 0.200213
1052 0.000000 -0.078341 0.255717 16.917375 2.423598 -0.016309 0.030620 41.000922 -0.275910 0.518017 0.035508 0.194503
1053 0.000000 -0.060932 0.255717 16.423675 2.477119 -0.025943 0.002804 40.683388 -0.426073 0.046051 0.026059 0.205581
1054 0.000000 -0.043523 0.255717 16.084811 2.504603 -0.017852 0.005055 40.286067 -0.287145 0.081311 0.025060 0.209345
1055 0.000000 -0.026114 0.255717 15.815204 2.515716 -0.014536 0.016763 39.786569 -0.229895 0.265116 0.034413 0.209104
1056 0.000000 -0.008705 0.255717 16.243908 2.453911 -0.006561 0.051918 39.861110 -0.106579 0.843345 0.038540 0.215100
1057 0.000000 0.008705 0.255717 15.964102 2.428263 0.016212 0.046988 38.765035 0.258818 0.750126 0.030730 0.222795
1058 0.000000 0.026114 0.255717 15.703422 2.474536 0.023056 0.010618 38.858688 0.362056 0.166745 0.023170 0.205483
1059 0.000000 0.043523 0.255717 16.281744 2.496229 0.024858 0.019477 40.642969 0.404726 0.317126 0.016344 0.232965
1060 0.000000 0.060932 0.255717 16.671246 2.471481 0.035076 0.021481 41.202664 0.584756 0.358107 0.023901 0.214322
1061 0.000000 0.078341 0.255717 15.322346 2.419429 0.039754 -0.001262 37.071326 0.609125 -0.019336 0.030828 0.192880
1062 0.000000 0.095750 0.255717 14.729675 2.413568 0.031603 -0.010543 35.551075 0.465504 -0.155302 0.041862 0.205891
1063 0.000000 0.113159 0.255717 16.040039 2.381344 -0.001042 0.001384 38.196851 -0.016713 0.022200 0.050610 0.188618
1064 0.000000 0.130568 0.255717 15.840861 2.359867 -0.023049 -0.009590 37.382327 -0.365116 -0.151921 0.051467 0.191809
1065 0.000000 0.147977 0.255717 15.141710 2.369868 0.014497 -0.009162 35.883853 0.219515 -0.138722 0.046397 0.187614
1066 0.000000 0.165387 0.255717 15.260694 2.333562 0.012683 0.028692 35.611783 0.193549 0.437863 0.042549 0.198623
1067 0.000000 0.182796 0.255717 15.780672 2.279751 -0.013220 0.022236 35.976009 -0.208620 0.350894 0.031634 0.184906
1068 0.000000 0.200205 0.255717 15.630198 2.258410 -0.023420 -0.020715 35.299400 -0.366056 -0.323774 0.030625 0.183053
1069 0.000000 0.217614 0.255717 15.014844 2.218786 -0.002939 -0.008025 33.314723 -0.044134 -0.120493 0.035363 0.179225
1070 0.000000 0.235023 0.255717 15.988615 2.142551 0.019581 -0.018068 34.256420 0.313066 -0.288880 0.032848 0.198356
1071 0.000000 0.252432 0.255717 16.239908 2.060147 0.022725 -0.046194 33.456591 0.369050 -0.750181 0.033911 0.186936
1072 0.000000 0.269841 0.255717 15.591218 2.000214 0.017537 -0.029064 31.185775 0.273430 -0.453137 0.047756 0.157439
1073 0.000000 0.287250 0.255717 15.370855 1.913008 0.003826 0.018247 29.404575 0.058802 0.280478 0.059751 0.173326
1074 0.000000 0.304659 0.255717 14.802394 1.780671 0.011153 0.021566 26.358197 0.165089 0.319225 0.052611 0.179056
1075 0.000000 0.322069 0.255717 15.458606 1.697930 0.043583 0.007713 26.247636 0.673739 0.119230 0.054307 0.172475
1076 0.000000 0.339478 0.255717 14.940387 1.653192 0.071060 0.014930 24.699323 1.061658 0.223059 0.046895 0.180269
1077 0.000000 0.356887 0.255717 14.804839 1.571936 0.054223 0.023048 23.272253 0.802764 0.341228 0.048612 0.162906
1078 0.000000 0.374296 0.255717 14.497504 1.457411 -0.001559 0.016507 21.128819 -0.022607 0.239314 0.054675 0.178534
1079 0.000000 0.391705 0.255717 13.598351 1.358662 -0.022953 0.011977 18.475563 -0.312122 0.162870 0.055389 0.188146
1080 0.000000 0.409114 0.255717 12.872967 1.273921 0.019761 0.020810 16.399148 0.254388 0.267881 0.047286 0.151466
1081 0.000000 0.426523 0.255717 12.881759 1.221888 0.072909 0.028424 15.740063 0.939194 0.366151 0.043951 0.159875
1082 0.000000 0.443932 0.255717 12.735359 1.146348 0.095708 0.028815 14.599155 1.218875 0.366973 0.048893 0.156446
1083 0.000000 0.461342 0.255717 13.598333 1.038191 0.081015 0.003194 14.117668 1.101666 0.043435 0.053212 0.149230
1084 0.000000 0.478751 0.255717 14.007328 0.921976 0.073198 -0.021486 12.914414 1.025309 -0.300963 0.052282 0.164128
1085 0.000000 0.496160 0.255717 13.006703 0.833178 0.105715 -0.017658 10.836894 1.375008 -0.229669 0.057470 0.142492
1086 0.000000 0.513569 0.255717 12.160402 0.702919 0.086924 -0.004640 8.547773 1.057026 -0.056428 0.052846 0.150410
1087 0.000000 0.530978 0.255717 10.855772 0.608699 0.026346 -0.008398 6.607893 0.286004 -0.091162 0.033857 0.151389
1088 0.000000 0.548387 0.255717 6.972986 0.638687 -0.014794 -0.006383 4.453553 -0.103161 -0.044507 0.040911 0.125529
1089 0.000000 -0.580645 0.270759 6.794934 0.686471 -0.046657 -0.014481 4.664525 -0.317032 -0.098398 0.037752 0.101568
1090 0.000000 -0.562212 0.270759 10.912651 0.765062 -0.037013 -0.023409 8.348853 -0.403912 -0.255455 0.035870 0.126906
1091 0.000000 -0.543779 0.270759 12.386341 0.788611 -0.006343 -0.004480 9.768005 -0.078562 -0.055492 0.042018 0.130821
1092 0.000000 -0.525346 0.270759 13.161754 0.870662 0.009549 -0.038161 11.459442 0.125677 -0.502271 0.064286 0.114668
1093 0.000000 -0.506912 0.270759 15.705506 1.010736 0.002152 -0.055137 15.874120 0.033793 -0.865947 0.048608 0.118034
1094 0.000000 -0.488479 0.270759 15.407395 1.082244 0.004198 -0.009209 16.674557 0.064675 -0.141884 0.031295 0.156506
1095 0.000000 -0.470046 0.270759 14.320056 1.096197 0.020504 0.031308 15.697605 0.293623 0.448333 0.032241 0.129818
1096 0.000000 -0.451613 0.270759 13.929007 1.178756 -0.009824 0.043035 16.418902 -0.136836 0.599438 0.049192 0.133235
1097 0.000000 -0.433180 0.270759 14.043186 1.355300 -0.036022 0.025774 19.032730 -0.505869 0.361955 0.053520 0.152657
1098 0.000000 -0.414747 0.270759 14.538557 1.512616 -0.035318 -0.009490 21.991249 -0.513472 -0.137969 0.036422 0.155929
1099 0.000000 -0.396313 0.270759 14.654302 1.600603 -0.015857 -0.023308 23.455727 -0.232374 -0.341562 0.034760 0.150585
1100 0.000000 -0.377880 0.270759 14.293355 1.696468 -0.035617 0.000178 24.248220 -0.509085 0.002548 0.041381 0.146243
1101 0.000000 -0.359447 0.270759 15.395399 1.780085 -0.054065 0.003787 27.405124 -0.832350 0.058302 0.046616 0.153020
1102 0.000000 -0.341014 0.270759 16.256187 1.874295 -0.037844 -0.033339 30.468893 -0.615193 -0.541963 0.056285 0.147219
1103 0.000000 -0.322581 0.270759 14.854664 1.982911 -0.016268 -0.002524 29.455477 -0.241663 -0.037498 0.048121 0.186362
1104 0.000000 -0.304147 0.270759 15.178951 2.045618 0.002915 0.012804 31.050343 0.044243 0.194347 0.029868 0.166432
1105 0.000000 -0.285714 0.270759 15.422449 2.100496 0.012384 0.003549 32.394795 0.190991 0.054733 0.034613 0.136213
1106 0.000000 -0.267281 0.270759 16.306275 2.152625 0.007381 0.018249 35.101294 0.120364 0.297576 0.043345 0.151688
1107 0.000000 -0.248848 0.270759 15.270098 2.241691 -0.000990 0.010270 34.230841 -0.015120 0.156826 0.036255 0.186837
1108 0.000000 -0.230415 0.270759 15.089095 2.285951 -0.017355 0.004459 34.492929 -0.261866 0.067286 0.036211 0.166610
1109 0.000000 -0.211982 0.270759 15.048401 2.277195 -0.013977 0.021308 34.268140 -0.210326 0.320659 0.042850 0.176702
1110 0.000000 -0.193548 0.270759 15.154185 2.318506 0.005305 0.003343 35.135076 0.080394 0.050668 0.059773 0.186265
1111 0.000000 -0.175115 0.270759 14.664353 2.402708 -0.002864 -0.009754 35.234152 -0.041999 -0.143032 0.055627 0.163712
1112 0.000000 -0.156682 0.270759 14.973696 2.453091 -0.028354 -0.030197 36.731841 -0.424569 -0.452164 0.053420 0.179397
1113 0.000000 -0.138249 0.270759 15.579430 2.493022 -0.042938 -0.070648 38.839867 -0.668957 -1.100660 0.049796 0.179314
1114 0.000000 -0.119816 0.270759 15.056494 2.530197 -0.025516 -0.051733 38.095890 -0.384176 -0.778912 0.040688 0.187672
1115 0.000000 -0.101382 0.270759 16.621224 2.495638 -0.005395 0.023394 41.480563 -0.089669 0.388844 0.044943 0.169121
1116 0.000000 -0.082949 0.270759 17.661569 2.538660 -0.003142 0.046381 44.836714 -0.055496 0.819168 0.040482 0.176069
1117 0.000000 -0.064516 0.270759 16.513943 2.619018 -0.014058 -0.005752 43.250318 -0.232156 -0.094993 0.032816 0.182596
1118 0.000000 -0.046083 0.270759 15.871057 2.651243 -0.029692 -0.001724 42.078034 -0.471236 -0.027354 0.032087 0.184686
1119 0.000000 -0.027650 0.270759 16.085698 2.657376 -0.015166 0.013490 42.745740 -0.243960 0.217003 0.035326 0.183561
1120 0.000000 -0.009217 0.270759 16.149865 2.603293 -0.006367 0.032208 42.042825 -0.102819 0.520158 0.046189 0.198539
1121 0.000000 0.009217 0.270759 15.255984 2.590211 0.014116 0.040977 39.516218 0.215360 0.625140 0.042750 0.207509
1122 0.000000 0.027650 0.270759 15.835243 2.587500 0.025941 0.012803 40.973697 0.410776 0.202735 0.022618 0.189396
1123 0.000000 0.046083 0.270759 16.239693 2.591726 0.017122 0.024314 42.088840 0.278054 0.394858 0.018299 0.203889
1124 0.000000 0.064516 0.270759 16.676887 2.580184 0.029189 0.014863 43.029435 0.486776 0.247861 0.028492 0.171565
1125 0.000000 0.082949 0.270759 15.436256 2.558697 0.016936 -0.027361 39.496700 0.261431 -0.422350 0.047781 0.187050
1126 0.000000 0.101382 0.270759 16.444397 2.578945 0.001961 -0.035087 42.409201 0.032247 -0.576983 0.049384 0.189499
1127 0.000000 0.119816 0.270759 16.702728 2.535673 -0.002789 -0.010734 42.352648 -0.046588 -0.179295 0.046274 0.166669
1128 0.000000 0.138249 0.270759 15.798060 2.505854 0.019457 -0.012465 39.587635 0.307383 -0.196927 0.039810 0.168166
1129 0.000000 0.156682 0.270759 14.635941 2.491378 0.049135 0.015394 36.463663 0.719141 0.225305 0.034191 0.186051
1130 0.000000 0.175115 0.270759 15.564853 2.424784 0.028392 0.044809 37.741410 0.441915 0.697441 0.039209 0.170551
1131 0.000000 0.193548 0.270759 15.514937 2.391847 -0.000336 0.010921 37.109357 -0.005213 0.169432 0.032167 0.170368
1132 0.000000 0.211982 0.270759 15.019659 2.359317 0.006029 -0.003220 35.436142 0.090552 -0.048367 0.035729 0.176577
1133 0.000000 0.230415 0.270759 15.186532 2.280424 0.034673 -0.003344 34.631733 0.526568 -0.050783 0.028202 0.167040
1134 0.000000 0.248848 0.270759 16.921700 2.193815 0.050763 -0.043985 37.123072 0.859003 -0.744306 0.026555 0.171740
1135 0.000000 0.267281 0.270759 16.269584 2.126294 0.035369 -0.047163 34.593917 0.575444 -0.767325 0.035979 0.141252
1136 0.000000 0.285714 0.270759 15.344142 2.038221 0.009513 0.011560 31.274744 0.145974 0.177374 0.041149 0.161003
1137 0.000000 0.304147 0.270759 14.821128 1.938131 0.017851 0.028730 28.725294 0.264579 0.425809 0.042732 0.164998
1138 0.000000 0.322581 0.270759 14.974252 1.848464 0.043466 0.027971 27.679365 0.650866 0.418842 0.053386 0.157555
1139 0.000000 0.341014 0.270759 14.823310 1.788239 0.061207 0.038442 26.507625 0.907287 0.569838 0.049431 0.160182
1140 0.000000 0.359447 0.270759 14.397458 1.697510 0.048357 0.053348 24.439831 0.696225 0.768070 0.045427 0.141622
1141 0.000000 0.377880 0.270759 13.654919 1.602875 0.005105 0.024188 21.887123 0.069704 0.330282 0.041872 0.153789
1142 0.000000 0.396313 0.270759 13.820484 1.516172 -0.010562 0.002110 20.954232 -0.145975 0.029158 0.050963 0.144692
1143 0.000000 0.414747 0.270759 13.720297 1.406760 0.012385 0.003696 19.301167 0.169929 0.050713 0.045900 0.140814
1144 0.000000 0.433180 0.270759 13.924669 1.347035 0.038480 0.003094 18.757014 0.535826 0.043077 0.048724 0.151636
1145 0.000000 0.451613 0.270759 13.502848 1.273577 0.064301 -0.001708 17.196916 0.868248 -0.023058 0.053170 0.139733
1146 0.000000 0.470046 0.270759 12.737277 1.144801 0.073758 -0.027946 14.581651 0.939471 -0.355956 0.053124 0.130837
1147 0.000000 0.488479 0.270759 12.808302 1.049071 0.081039 -0.053517 13.436822 1.037974 -0.685466 0.037529 0.143702
1148 0.000000 0.506912 0.270759 13.603503 0.938072 0.085576 -0.025577 12.761061 1.164132 -0.347934 0.056120 0.111254
1149 0.000000 0.525346 0.270759 13.741513 0.746711 0.038316 0.004586 10.260943 0.526519 0.063021 0.056848 0.114473
1150 0.000000 0.543779 0.270759 13.347021 0.707413 -0.002130 0.008212 9.441852 -0.028429 0.109602 0.046549 0.128432
1151 0.000000 0.562212 0.270759 10.905363 0.677715 -0.021248 -0.004956 7.390728 -0.231717 -0.054046 0.052586 0.145767
1152 0.000000 0.580645 0.270759 6.802402 0.612783 0.002664 0.001560 4.168399 0.018122 0.010610 0.030037 0.123276
1153 0.000000 -0.612903 0.285801 6.659596 0.657657 -0.058879 0.019276 4.379732 -0.392109 0.128367 0.016488 0.101212
1154 0.000000 -0.593446 0.285801 10.342817 0.675353 -0.031114 0.011881 6.985056 -0.321810 0.122886 0.040744 0.084773
1155 0.000000 -0.573989 0.285801 12.179516 0.797105 -0.023507 -0.017848 9.708358 -0.286302 -0.217383 0.057835 0.095373
1156 0.000000 -0.554531 0.285801 12.699528 0.921543 -0.038062 -0.004588 11.703160 -0.483366 -0.058272 0.058561 0.109700
1157 0.000000 -0.535074 0.285801 13.084616 1.035581 -0.021115 -0.003512 13.550174 -0.276284 -0.045953 0.064382 0.116669
1158 0.000000 -0.515617 0.285801 14.802072 1.141653 -0.019004 -0.050502 16.898824 -0.281303 -0.747536 0.049142 0.117116
1159 0.000000 -0.496160 0.285801 15.186949 1.220379 -0.025264 -0.026400 18.533838 -0.383678 -0.400937 0.033511 0.111562
1160 0.000000 -0.476703 0.285801 14.464582 1.244457 -0.004788 -0.008171 18.000544 -0.069257 -0.118190 0.039907 0.117705
1161 0.000000 -0.457245 0.285801 14.470777 1.300450 -0.013850 0.020979 18.818517 -0.200414 0.303577 0.057128 0.116844
1162 0.000000 -0.437788 0.285801 14.244870 1.471313 -0.032435 0.034263 20.958663 -0.462039 0.488071 0.053673 0.128068
1163 0.000000 -0.418331 0.285801 14.804260 1.622326 -0.026405 -0.003821 24.017336 -0.390904 -0.056564 0.026740 0.133033
1164 0.000000 -0.398874 0.285801 15.289185 1.703649 0.003975 -0.020495 26.047398 0.060771 -0.313346 0.026542 0.139244
1165 0.000000 -0.379416 0.285801 15.085300 1.817012 0.000846 -0.018308 27.410177 0.012765 -0.276189 0.040765 0.121886
1166 0.000000 -0.359959 0.285801 15.431661 1.911857 -0.013468 -0.001088 29.503132 -0.207838 -0.016792 0.043109 0.138610
1167 0.000000 -0.340502 0.285801 15.701093 2.013920 -0.009766 -0.019757 31.620746 -0.153340 -0.310205 0.042544 0.131348
1168 0.000000 -0.321045 0.285801 14.815221 2.119088 -0.003281 -0.007461 31.394762 -0.048602 -0.110535 0.040234 0.170883
1169 0.000000 -0.301587 0.285801 15.831962 2.177969 0.022657 0.009585 34.481519 0.358702 0.151747 0.032901 0.139468
1170 0.000000 -0.282130 0.285801 16.040799 2.257577 0.015465 0.015535 36.213332 0.248077 0.249195 0.036763 0.111657
1171 0.000000 -0.262673 0.285801 16.660262 2.325186 -0.003200 0.011756 38.738215 -0.053319 0.195859 0.040478 0.143367
